QID,part of___P361,instance of___P31,version___None,description___None,label,discoverer or inventor___P61,time of discovery or invention___P575,constellation___P59,image___P18,absolute magnitude___P1457,epoch___P6259,declination___P6258,distance from Earth___P2583,right ascension___P6257,declination component of proper motion___P10751,radial velocity___P2216,mass___P2067,right ascension component of proper motion___P10752,apparent magnitude___P1215,parallax___P2214,type of variable star___P881,stellar rotational velocity___P4296,spectral class___P215,radius___P2120,metallicity___P2227,effective temperature___P6879,surface gravity___P7015,redshift___P1090,orbital eccentricity___P1096,parent astronomical body___P397,semi-major axis of an orbit___P2233,argument of periapsis___P2248,orbital period___P2146,time of periapsis___P11796,galaxy morphological type___P223,orbital inclination___P2045,mean anomaly___P2325,periapsis___P2244,longitude of ascending node___P2213,apoapsis___P2243
Q2403551,,double star,2304036215,binary star in the constellation Boötes,1 Boötis,,,Boötes,,0.79,J2000.0,19.952222,96.798,205.16862176104996,23.172,-29.26,,-46.723,5.76,10.3308,,60,A1V,2.53,,9376,,,,,,,,,,,,,,
Q1116502,,elliptical galaxy,2319249802,galaxy,NGC 5029,John Frederick William Herschel,1830-05-13T00:00:00Z,Canes Venatici,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5029%20-%20SDSS%20DR14.jpg,,J2000.0,47.063291,125.8,198.156628,,8568,,,13.1,,,,,,,,,0.02919,,,,,,,-5,,,,,
Q81947474,,low-mass star,2269730086,low-mass star in the constellation Eridanus,GALEX 2423853729725811867,,,Eridanus,,,J2000.0,-4.685924056153,674.1,62.2411314018718,-10.923,-34,,47.473,19.5405,3.6174,,,M3V,,,,,,,,,,,,,,,,,
Q89962242,,double star,2311774649,star in the constellation Delphinus,** GRV 337,,,Delphinus,,,J2000.0,12.299694,796.115,305.989583,-24.627,,,-17.525,13.447,1.2561,,,,,,,,,,,,,,,,,,,,
Q88810790,,young stellar object,1999475497,young stellar object in the constellation Scorpius,SZ 112,,,Scorpius,,,J2000.0,-39.0427610553206,160.2744,242.2313718045845,-24.324,6.2,,-10.306,15.39,6.2393,,,M5,,,3079,9100,,,,,,,,,,,,,
Q652239,,open cluster,2282122587,open cluster,NGC 6839,William Herschel,1784-08-18T00:00:00Z,Sagitta,http://commons.wikimedia.org/wiki/Special:FilePath/NGC6839%20-%20SDSS%20DR14.jpg,,J2000.0,17.93833,,298.6375,-3.28,,,-0.85,,,,,,,,,,,,,,,,,,,,,,
Q118907314,,galaxy,2030086824,galaxy,NAME Lacerta I,,,Andromeda,,,J2000.0,41.29111,0.76,344.56792,,,,,,,,,,,,,,,,,,,,,-3,,,,,
Q97054333,,classical Cepheid variable,2196494532,classical Cepheid variable star in the constellation Mensa,Gaia DR2 4657229203162543616,,,Mensa,,,J2000.0,-70.16312325664472,,84.22384519764208,4.37,,,2.856,15.804,,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q18450225,,nova,2315881111,nova seen in 1927,EL Aquilae,,,Aquila,,,J2000.0,-3.3223427642805,,284.0084585689091,-5.978,,,-2.444,20.88,0.2008,,,,,,,,,,,,,,,,,,,,
Q31898561,,star,2326597393,star in the constellation Gemini,Z Geminorum,,,Gemini,,,J2000.0,22.5281784807576,,106.9018397245277,-1.517,43.76,,-2.425,11.9608,0.2985,,,,,,,,,,,,,,,,,,,,
Q76641658,,active galactic nucleus,2165192312,active galactic nucleus in the constellation Canes Venatici,GALEX 2688026658311509188,,,Canes Venatici,,,J2000.0,31.83126165060444,,199.15823576052128,,134628,,,21.0042,,,,,,,,,0.6218,,,,,,,,,,,,
Q43756,,asterism,2423589565,asterism of stars in the constellation Pegasus,NGC 32,Johann Friedrich Julius Schmidt,1861-10-10T00:00:00Z,Pegasus,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200032%20DSS.jpg,,,18.795996,,2.723281,,,,,,,,,,,,,,,,,,,,,,,,,,
Q74029017,,eclipsing binary star,2323264454,,LZ Andromedae,,,Andromeda,,,J2000.0,40.53375238119,,35.6599916598709,-0.514,,,1.603,16.6785,0.1761,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q1046296,Orion Molecular Cloud Complex,nebula,2282234285,nebula,NGC 1975,Heinrich Louis d'Arrest,1864-10-03T00:00:00Z,Orion,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201973%20DSS.jpg,,J2000.0,-4.68472,,83.82542,,,,,,,,,,,,,,,,,,,,,,,,,,
Q87861092,,rotating ellipsoidal variable,2296837956,rotating ellipsoidal variable,OGLE BLG-ELL-7619,,,Scorpius,,,J2000.0,-31.484833,,267.575375,,,,,17.737,,rotating ellipsoidal variable,,,,,,,,,,,,,,,,,,,
Q93416261,,carbon star,2312138598,carbon star in the constellation Canis Major,V339 Canis Majoris,,,Canis Major,,,J2000.0,-20.4601250618893,,110.3975817837616,3.79,86.22,,-2.377,9.9107,0.3133,,,C,,,,,,,,,,,,,,,,,
Q1646110,Pi Orionis,spectroscopic binary,2317965665,binary star system in the constellation Orion,Pi⁵ Orionis,,,Orion,,,,2.44067165846,303.536,73.56290435241,1.34,24.2,,0.561,3.73,3.2945,,90,B2III,,-0.28,21860,3200,,,,,,,,,,,,,
Q14567495,,emission-line star,2459934665,star in the constellation Hercules,AM Herculis,,,Hercules,,,J2000.0,49.8717,88.118,274.0552277257422,28.046,-19,,-45.957,14.808,11.3953,nova-like star,,M4.5-5Ve,,,,,,,,,,,,,,,,,
Q31887625,,near-IR source,2298781079,variable star in the constellation Canis Minor,R Canis Minoris,,,Canis Minor,,,J2000.0,10.02401613669,1278.936,107.17755050856,2.276,46.1,,-8.185,7.25,0.7819,Mira variable,,SC4-7/10e,,,,,,,,,,,,,,,,,
Q12068521,,peculiar star,2401766787,star,HD28666,,,Caelum,,,J2000.0,-42.1982935287746,224.0947,67.318124552275,34.124,,,7.551,8.38,4.4624,,,A3III(m),,,,,,,,,,,,,,,,,
Q105720053,,Jupiter-family comet,2048631674,comet,410P/NEAT–LINEAR,,,,,15.2,"June 8, 2021",,,,,,,,,,,,,,,,,,0.5103854458356228,Sun,6.631768522274442,313.0997470143788,6237.958274006678,2459389.0847894824,,9.393813097803811,359.1005832409809,3.247010388354751,139.9803291251294,10.01652665619413
Q3928450,,near-IR source,2387898555,star in the constellation Vela,R Velorum,,,Vela,,,J2000.0,-52.18793854327,133.645,151.53004344136,16.413,5.81,,-55.682,6.492,7.4825,,,K1III,,0.139,4989,724,,,,,,,,,,,,,
Q15032583,,trans-Neptunian object,2413281161,trans-Neptunian object,(470316) 2007 OC10,Palomar Observatory,2007-07-22T00:00:00Z,,,5.21,"November 21, 2025",,,,,,,,,,,,,,,,,,0.1202,Sun,49.64132805575927,52.82274283128407,127750.7664458532,2454411.810232446,,21.66,18.5668421592195,35.51257653747684,258.3273800398401,63.77007957404171
Q75261036,,RR Lyrae variable,2252514510,RR Lyrae variable star in the constellation Octans,V* BF Oct,,,Octans,,,J2000.0,-75.003180091928,,0.3447806352892,-1.673,,,1.877,16.8767,0.0346,RR Lyrae variable,,,,,,,,,,,,,,,,,,,
Q6158339,Upper Centaurus-Lupus,binary star,2438175325,star in the constellation Scorpius,V856 Scorpii,,,Scorpius,,,J2000.0,-39.10509057216056,161.108,242.14286191307457,-23.007,-1.7,,-8.95,7.05,6.207,Herbig Ae/Be star,204,A7,,,,,,,,,,,,,,,,,
Q90583245,,rotating ellipsoidal variable,2337949670,rotating ellipsoidal variable,OGLE BLG-ELL-1080,,,Ophiuchus,,,J2000.0,-28.07411371806639,,262.2677116144358,-3.84,,,-1.835,18.502,0.1019,rotating ellipsoidal variable,,,,,,,,,,,,,,,,,,,
Q97054198,,classical Cepheid variable,2196168093,classical Cepheid variable star in the constellation Serpens,Gaia DR2 4149348869370690432,,,Serpens,,,J2000.0,-14.17037258797833,,264.99453209919625,-1.601,,,-2.784,12.8121,0.1844,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q66477366,Pi Arietis,spectroscopic binary,2312370447,,pi. Ari A,,,,,,J2000.0,17.46431264116444,184.693,42.32316615302499,-12.739,,,4.773,5.34,5.4144,,,B6,,,,,,,,,,,,,,,,,
Q1122610,,spiral galaxy,2282203426,galaxy,NGC 5751,William Herschel,1789-04-24T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5751%20-%20SDSS%20DR14.jpg,,J2000.0,53.4008556,,220.9550792,,3290,,,13.2,,,,,,,,,0.010861,,,,,,,Sc,,,,,
Q86029662,,eclipsing binary star,2317999998,eclipsing binary star in the constellation Aquarius,CR Aquarii,,,Aquarius,,,J2000.0,-13.9873973433434,609.3845,317.807921908944,4.32,,,-4.858,13.39,1.641,Beta Lyrae variable,,,,,,,,,,,,,,,,,,,
Q75388708,,peculiar star,1940429341,,SDSS J114355.88+625924.6,,,,,,J2000.0,62.9901792178233,,175.9828251852148,-25.554,3,,3.586,19.5237,1.0105,,,dC,,,,,,,,,,,,,,,,,
Q78525396,,active galactic nucleus,2165296786,active galactic nucleus in the constellation Cetus,NAME sds1b-014,,,Cetus,,,J2000.0,-5.07703,,34.67905,,176153,,,22.7191,,,,,,,,,0.9611,,,,,,,,,,,,
Q5175864,,emission-line star,2298672653,star in the constellation Leo Minor,SX Leonis Minoris,,,Leo Minor,,,J2000.0,30.10287726542,317.219,163.62674461318,-51.176,-60,,28.416,16.626497,3.1524,dwarf nova,,,,,,,-0.0002,,,,,,,,,,,,
Q1111651,Virgo Cluster,spiral galaxy,2303615572,galaxy,NGC 4457,William Herschel,1784-02-23T00:00:00Z,Virgo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%204457.jpg,,J2000.0,3.5706083,16.5,187.2458792,,885,,,10.8,,,,,,,,,0.002965,,,,,,,SB0-a,,,,,
Q11060,,near-Earth asteroid,2305573872,near-Earth asteroid,2010 AL30,,2010-01-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/2010al30-18frame-Goldstone.png,27.2,"September 13, 2023",,,,,,,,,,,,,,,,,,0.306,Sun,1.046155827763084,104.6,390.8345916571818,2460357.4195020404,,3.830550264379663,215.4605402375705,0.7243221247400877,113.05,1.36798953078608
Q66309408,,near-IR source,2298469197,variable star in the constellation Orion,Z Orionis,,,Orion,,,J2000.0,13.69499430272,1867.762,88.96221257006,-2.141,2,,0.534,9.98,0.5354,Algol variable,,B4 V SB,,,,,,,,,,,,,,,,,
Q129985075,,asteroid,2422618492,asteroid,314159 Mattparker,Mount Lemmon Survey,2005-03-16T00:00:00Z,,,17.86,"May 5, 2025",,,,,,,,,,,,,,,,,,0.1963136631717655,Sun,2.398587619744931,90.28125966190011,1356.849904744974,2460300.9683261844,,2.340854198427447,132.5359584319554,1.927712097674358,128.6581105370936,2.869463141815504
Q90269250,,near-IR source,2298392594,long period variable,V407 Hydrae,,,Hydra,,,J2000.0,-17.03987223738,,137.32471143535,2.611,,,-1.092,10.8,0.2724,SRb semi-regular variable star,,M4,,,,,,,,,,,,,,,,,
Q81765725,,low-mass star,2267779936,low-mass star in the constellation Cetus,GALEX 3785277823331084186,,,Cetus,,,J2000.0,0.1707213048946,302.1878,42.7281088959213,5.152,74,,-4.818,15.45,3.3092,Algol variable,,M1V,,,,,,,,,,,,,,,,,
Q74716086,,high proper-motion star,2353510847,,Gaia DR2 3414496565073823232,,,,,,J2000.0,22.16914466418889,53.8654,81.34953325704376,-178.218,,,-40.776,18.0925,18.5648,,,,,,,,,,,,,,,,,,,,
Q80654382,Pleiades group,BY Draconis variable,2351447175,,GZ Boötis,,,Boötes,,,J2000.0,37.4010276203482,38.9425,215.286912371713,-24.663,-15.95,,-130.784,8.87,25.6789,BY Draconis variable,,K2III,,,,,,,,,,,,,,,,,
Q77852384,,star,2338844633,star in the constellation Cygnus,KOI-6746,,,Cygnus,,,J2000.0,42.09882110562,1413.627,297.62298049582,0.365,,,1.33,14.102846,0.7074,,,,,,,,,,,,,,,,,,,,
Q74138554,,RR Lyrae variable,2430622172,RR Lyrae variable star in the constellation Andromeda,FV Andromedae,,,Andromeda,,,J2000.0,52.4796303427837,,345.9350925792022,-0.478,,,0.05,16.8476,,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q92412033,,variable star,2382582375,,V424 Geminorum,,,Gemini,,,J2000.0,21.75002857736,482.23,109.21018158597,-16.01,28.43,,4.964,10,2.0737,RS Canum Venaticorum variable,,,,0.07,4775,910,,,,,,,,,,,,,
Q86016756,,carbon star,2321050742,carbon star in the constellation Auriga,V337 Aurigae,,,Auriga,,,J2000.0,31.8995465180624,,74.8538407434607,-1.062,18.08,,2.096,12.7763,0.4696,,,N,,,,,,,,,,,,,,,,,
Q1147238,Milky Way,globular cluster,2289290104,globular cluster,NGC 6712,William Herschel,1784-06-16T00:00:00Z,Scutum,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%206712%20PanS.jpg,-7.5,J2000.0,-8.705972,0.007,283.268,-2,-107.6,,4.2,8.69,,,,,,-1.02,,,,,,,,,,,,,,,
Q5177836,,variable star,2315872820,variable star in the constellation of Sagittarius,Y Sagittarii,,,Sagittarius,,,J2000.0,-18.86000048972,0.488,275.34577678958,-8.034,-3.14,,-3.19,5.75,2.64,classical Cepheid variable,18,F8II,,0.11,5733,45,,,,,,,,,,,,,
Q91773138,,Mira variable,2311993695,Mira variable star in the constellation Lupus,CR Lupi,,,Lupus,,,J2000.0,-41.5286850948696,,238.7154305305663,0.479,,,1.056,11.98,0.591,long-period variable star,,,,,,,,,,,,,,,,,,,
Q31888310,,near-IR source,2298781124,variable star in the constellation Apus,T Apodis,,,Apus,,,J2000.0,-77.80251758549,1326.26,208.96250110853998,-10.183,57,,-10.882,8.76,0.754,Mira variable,,M3,,,,,,,,,,,,,,,,,
Q78272191,TW Hydrae association,double star,2416387768,variable star,V548 Hydrae,,,Hydra,,,J2000.0,-34.78049328075,59.829,170.32267941935,-16.774,9.57,,-69.072,11.96,16.7142,rotating variable star,11.94,M1.0,,,,,,,,,,,,,,,,,
Q87169734,Scorpius–Centaurus Association,T Tauri-type star,2326968245,,MT Lupi,,,Lupus,,,J2000.0,-38.12307713973972,133.026,234.51104917047584,-28.052,0.87,,-18.33,12.32,7.5173,T Tauri-type star,,K5,,,,,,,,,,,,,,,,,
Q1087124,,UV-emission source,2451211725,star in the constellation Aquarius,19 Aquarii,,,Aquarius,,0.9,J2000.0,-9.74855717873,84.976,321.3042624136999,-166.68,-20.6,1.86,19.521,5.713,11.768,,102,A8V,,,7834,,,,,,,,,,,,,,
Q3782028,Taurus Molecular Cloud,Herbig–Haro object,2394376786,protoplanetary disk in the Taurus molecular cloud,HH 30,,,Taurus,http://commons.wikimedia.org/wiki/Special:FilePath/HH30%20Webb%20investigates%20a%20dusty%20and%20dynamic%20disc%20%28potm2501a%29.jpg,,J2000.0,18.20677332011,,67.90627312064,,,,,20.353983,,rotating variable star,,K7,,,,,,,,,,,,,,,,,
Q20098049,,comet,2045177772,comet,P/2012 C3 (PANSTARRS),,,,,13.5,"February 17, 2012",,,,,,,,,,,,,,,,,,0.626527172629985,Sun,9.705904212965722,344.8516122270328,11044.66196539956,2455839.915960048,,9.189868050182183,4.38675756075974,3.624891488598848,135.4412675874763,15.7869169373326
Q66481618,42 Ceti,star,2303737837,star in the constellation Cetus,42 Ceti A,,,,,,J2000.0,-0.5090333,,19.9512458,-15.9,,,13.8,6.45,,,,G9III-IV,,,,,,,,,,,,,,,,,
Q75386246,,active galactic nucleus,2153468519,galaxy in the constellation Ursa Major,[R2000] J123717.529+620827.72,,,Ursa Major,,,J2000.0,62.141067,,189.322958,,182073,,,23.36,,,,,,,,,1.0232,,,,,,,,,,,,
Q94844104,,young stellar object,2309347026,young stellar object in the constellation Taurus,NAME IRAS 04108+2803A,,,Taurus,,,J2000.0,28.1897832523458,,63.4720018757607,-39.76,,,13.34,20.3962,6.9062,,,M5.5,,,,,,,,,,,,,,,,,
Q97054188,,classical Cepheid variable,2196125026,classical Cepheid variable star in the constellation Vulpecula,Gaia DR2 2021948080482489600,,,Vulpecula,,,J2000.0,26.17952562011722,,294.55261347221045,-3.344,,,-1.941,17.5293,,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q88535663,,globular cluster,2088181978,globular cluster in the constellation Andromeda,NAME PA-12,,,Andromeda,,,J2000.0,43.3108389,,4.417,,-472,,,19.63,,,,,,,,,,,,,,,,,,,,,
Q84279611,,open cluster,2273681851,open cluster in the constellation Cygnus,NAME Feibelman 1,,,Cygnus,,,J2000.0,38.033,,304.446,-4.956,-8.9,,-3.192,,0.26,,,,,,,,,,,,,,,,,,,,
Q7473478,,asteroid,2453219284,asteroid,(38733) 2000 QF141,Lincoln Near-Earth Asteroid Research,2000-08-31T00:00:00Z,,,15.43,"November 21, 2025",,,,,,,,,,,,,,,,,,0.1175014,Sun,2.3557577,15.45691,1320.657827934159,2461135.3443419826,,6.87965,28.70874,2.080835638994169,16.7085,2.633
Q3232652,,multiple star,2454410371,variable star in the constellation Hercules,Tau Herculis,,,Hercules,,-0.96,J2000.0,46.313364528,,244.93515275,38.48,-15.5,4.9,-13.33,3.9,10.61,,46,B5IV,,0.14,14906,11500,,,,,,,,,,,,,
Q107679279,,centaur,2433326114,"Trans-Neptunian object, centaur",(523771) 2014 XP40,Pan-STARRS1,2014-12-01T00:00:00Z,,,7.04,"November 21, 2025",,,,,,,,,,,,,,,,,,0.7296851427591475,Sun,102.9912087232885,294.2843164777888,381767.2411893536,2461097.3817980695,,11.528502860931,359.90864211608,27.84005388309857,258.6475593760349,178.1423635634784
Q1046472,Large Magellanic Cloud,asterism,2282176904,open cluster,NGC 2015,John Frederick William Herschel,1834-11-24T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202015%20DSS.jpg,,J2000.0,-69.2425694,,83.034583,,,,,10.43,,,,,,,,,,,,,,,,,,,,,
Q74063441,,dwarf nova,2326646577,,BV Andromedae,,,Andromeda,,,J2000.0,50.120267920363,1405.6789,351.7587016426506,-4.125,,,-0.095,16.5507,0.7114,,,,,,,,,,,,,,,,,,,,
Q1050333,,spiral galaxy,2398407600,galaxy,NGC 2691,William Herschel,1787-03-20T00:00:00Z,Lynx,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202691%20SDSS.jpg,,J2000.0,39.5387964278431,,133.6929293099388,,4012,,,14.1,,,,,,,,,0.01339,,,,,,,Sb,,,,,
Q25449687,,trans-Neptunian object,2433867863,trans-Neptunian object,(495190) 2012 VS113,,2012-11-12T00:00:00Z,,,7.16,"November 21, 2025",,,,,,,,,,,,,,,,,,0.3152224321301862,Sun,55.61024262772791,220.8632313002475,151471.390325576,2455691.004803442,,26.78382424783416,12.61900525671881,38.08064669526576,171.6162776178585,73.13983856019006
Q79283560,,near-IR source,2298524454,,HPRA 121,,,Orion,,,J2000.0,-4.32824230033,1575.051,85.56576769125,3.881,,,-2.923,14.5,0.6349,,,,,,,,,,,,,,,,,,,,
Q83206390,,low-mass star,2270150449,low-mass star in the constellation Pisces,GALEX 2599071902728196775,,,Pisces,,,J2000.0,-0.5476877530124,539.9,352.4429075188696,-0.441,-27,,1.703,21.468,,,,M1V,,,,,,,,,,,,,,,,,
Q79171976,Orion Molecular Cloud Complex,molecular cloud,2438241030,molecular cloud complex in the constellation Orion,Orion Molecular Clouds,,,Orion,,,J2000.0,-1.1,,85.25,,,,,,,,,,,,,,,,,,,,,,,,,,
Q12063979,,star,2401795650,star,GSC4878-122,,,Hydra,,,J2000.0,-0.7369114689022,415.5758,135.7533134960088,-1.586,,,-5.524,9.99,2.4063,,,A5,,,,,,,,,,,,,,,,,
Q85097316,,pulsating variable star,2310773741,,DW Librae,,,Libra,,,J2000.0,-14.0806357948345,,239.3783065711078,-14.962,17.44,,3.685,11.0593,0.2967,slow irregular variable,,,,,,,,,,,,,,,,,,,
Q113434925,,substellar object,2283781724,exoplanet in the constellation Piscis Austrinus,ASASSN-16kr b,,2021-01-01T00:00:00Z,Piscis Austrinus,,,J2000.0,-34.2428,,331.49758886397,,,42,,,,,,,1.05,,,,,,,0.003,,0.061285932,,,86.4,,,,
Q74051101,,Beta Lyrae variable,2312401130,,AA Andromedae,,,Andromeda,,,J2000.0,47.6763106397857,1075.6158,346.3451866427099,-4.212,,,-2.818,10.84,0.9297,Algol variable,,B8V,,,,,,,,,,,,,,,,,
Q1045550,Large Magellanic Cloud,open cluster,2282126738,open cluster,NGC 1828,John Frederick William Herschel,1834-01-01T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201828%20DSS.jpg,,J2000.0,-69.3904333,,76.087667,,,,,12.52,,,,,,,,,,,,,,,,,,,,,
Q78254170,,active galactic nucleus,2165099859,active galactic nucleus in the constellation Hercules,NAME SMM J163650.43+405734.5,,,Hercules,,,J2000.0,40.95944,,249.21042,,251481,,,23.3,,,,,,,,,2.378,,,,,,,,,,,,
Q3599094,Beehive Cluster,UV-emission source,2298572363,star in the constellation Cancer,42 Cancri,,,Cancer,,0.86,J2000.0,19.71931450561,186.706,130.18002282305,-11.854,34.6,2.7,-35.946,6.84,5.356,,110,A7III,3.6,-0.08,7550,,,,,,,,,,,,,,
Q87136069,,near-IR source,2298391488,Mira variable star in the constellation Hydra,FU Hydrae,,,Hydra,,,J2000.0,-29.72439945569,2652.52,219.63323573466997,-6.49,-71.64,,-6.811,9.61,0.377,long-period variable star,,,,,,,,,,,,,,,,,,,
Q6819440,,variable star,2298533210,star in the constellation Virgo,32 Virginis,,,Virgo,,,J2000.0,7.67332495643722,80.3297,191.40441026189498,4.888,-10.6,,-107.945,5.207,12.4487,Delta Scuti variable,17.4,Am,,-0.03,7113,10000,,,,,,,,,,,,,
Q95308085,,Seyfert 1 galaxy,2410751883,Seyfert 1 galaxy in the constellation Serpens,4C 11.50,,,Serpens,,,J2000.0,11.3465145181306,,237.6816443143781,0.159,103923,,0.143,17.23,,,,,,,,,0.4357,,,,,,,,,,,,
Q98540904,,variable star,2298759463,Delta Scuti variable star in the constellation Gemini,OS Geminorum,,,Gemini,,,J2000.0,27.74663148,452.776,118.23196200565998,-4.775,-32.329102,,3.03,9.38,2.2086,,12.044,A7,,0.174,7761,8220,,,,,,,,,,,,,
Q97044168,,eclipsing binary star,2309429800,eclipsing binary star,V421 Ursae Majoris,,,Ursa Major,,,J2000.0,53.59395203074917,322.227,204.1291967504871,-22.336,,,24.663,12.9379,3.1034,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q88434827,,Mira variable,2311477202,Mira variable star in the constellation Aquila,RU Aquilae,,,Aquila,,,J2000.0,12.9947897694847,,303.1867291537941,-14.648,20,,-1.321,9.7558,0.7427,Mira variable,,M5-6e,,,,,,,,,,,,,,,,,
Q82529544,,Beta Lyrae variable,2317311795,star in the constellation Carina,GG Carinae,,,Carina,,,J2000.0,-60.3926207793311,,163.9954791826051,1.912,-142,,-7,8.7,0.2997,Beta Lyrae variable,,B0/2eq,,,,,,,,,,,,,,,,,
Q66361290,,variable star,2312370366,variable star in the constellation Scutum,X Scuti,,,Scutum,,,J2000.0,-13.1081753302501,,277.83228328335,-2.146,5.21,,-0.027,10.07,0.4984,classical Cepheid variable,,F5:I:,,0.12,,,,,,,,,,,,,,,
Q1101889,,elliptical galaxy,2430016306,galaxy,NGC 2924,John Frederick William Herschel,1836-02-12T00:00:00Z,Hydra,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202924%20PanS.jpg,,J2000.0,-16.3983139,52.24,143.7951208,,4586,,,12.3,,,,,,,,,0.015047,,,,,,,E...,,,,,
Q85118764,,variable star,2298405971,Mira variable star in the constellation Hercules,RZ Herculis,,,Hercules,,,J2000.0,26.04926096376,1901.864,279.19590138381,-6.905,38,,-3.78,11.27,0.5258,Mira variable,,M5e,,,,,,,,,,,,,,,,,
Q56303796,,Mira variable,2371523965,variable star in the constellation Lacerta,W Lacertae,,,Lacerta,,,J2000.0,37.7352898306426,815.4611,331.8743299660522,-11.444,,,-3.77,10.25,1.2263,Mira variable,,M8e,,,,,,,,,,,,,,,,,
Q15037056,,asteroid,2380001369,asteroid,2013 CP56,Spacewatch,2002-02-13T00:00:00Z,,,13.41,"May 5, 2025",,,,,,,,,,,,,,,,,,0.06954460586939737,Sun,5.195674860469055,258.0993438551099,4325.749589619778,2459752.020838735,,14.23444661729748,87.25713087070511,4.834343700072198,164.1232215614058,5.557006020865911
Q5174561,,brown dwarf,1780417132,,WISEPA J171717.02+612859.3,,,Draco,,,J2000.0,61.483165,22.3,259.320917,-194,,,73,,,,,T8,,,,,,,,,,,,,,,,,
Q4353301,,Jupiter-family comet,2046810421,periodic comet,221P/LINEAR,Lincoln Near-Earth Asteroid Research,2002-05-09T00:00:00Z,,,14,"August 8, 2011",,,,,,,,,,,,,,,,,,0.4875755469259206,Sun,3.473226229189355,39.51118146647588,2364.275244960616,2454855.856090479,,11.4310213354906,140.9445910063999,1.779766050894902,229.9893142511343,5.166686407483807
Q31899727,,Mira variable,2315878387,variable star in the constellation Pisces,W Piscium,,,Pisces,,,J2000.0,27.9456945059559,,14.9435708899101,-2.991,,,-2.923,11.1013,,Mira variable,,M2e,,,,,,,,,,,,,,,,,
Q88439189,,dwarf nova,2315017543,,FS Andromedae,,,Andromeda,,,J2000.0,37.5681361938543,,36.4793542892633,0.485,,,-5.637,16.8279,0.7151,dwarf nova,,,,,,,,,,,,,,,,,,,
Q21292842,Beta Circini,brown dwarf,2326603795,brown dwarf,Beta Circini b,,2015-01-01T00:00:00Z,Circinus,,,J2000.0,-58.8582753535,28.629,229.34000216361002,-135.951,9.76,56,-95.239,19.473387,34.9302,,,L1.0,,,,,,,Beta Circini A,6656,,,,,,,,,
Q18564076,,non-periodic comet,2155285157,comet,C/2014 W2 (PANSTARRS),,,,,8.1,"February 17, 2016",,,,,,,,,,,,,,,,,,0.9983173510807815,,1586.896021893264,85.00945362146287,23089851.1922692,2457457.9832376125,,81.99856218826473,359.9996494578734,2.670188876150907,69.96277817409009,3171.121854910377
Q11374,Milky Way,globular cluster,2338221289,globular cluster,Messier 19,Charles Messier,1764-06-05T00:00:00Z,Ophiuchus,http://commons.wikimedia.org/wiki/Special:FilePath/Messier%2019%20Hubble%20WikiSky.jpg,-9.13,J2000.0,-26.267944,28700,255.657042,-0.45,135,,-2.86,5.57,,,,VIII,70,-1.76,,,,,,,,,,,,,,,
